age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;do_not_disturb;y
45;entrepreneur;married;unknown;no;-3235;no;no;unknown;4;nov;586;9;310;2;unknown;0;no
23;services;single;tertiary;no;5524;no;no;unknown;28;aug;137;4;5;5;unknown;0;no
22;blue-collar;divorced;primary;no;6971;yes;no;telephone;27;mar;258;6;342;3;unknown;0;no
89;entrepreneur;married;tertiary;no;3661;yes;yes;cellular;12;nov;119;8;152;1;success;0;no
24;admin.;divorced;tertiary;no;1225;yes;no;telephone;21;dec;212;2;32;2;unknown;0;yes
23;unemployed;married;primary;no;-2778;yes;no;telephone;3;may;229;7;112;2;unknown;0;yes
20;housemaid;divorced;secondary;no;916;yes;no;unknown;17;jun;161;3;258;0;unknown;0;yes
27;services;married;primary;no;3235;yes;yes;telephone;28;aug;2;7;21;1;unknown;0;no
56;unemployed;single;secondary;no;3889;no;no;cellular;5;oct;16;6;299;3;unknown;0;no
77;entrepreneur;married;tertiary;no;3466;yes;no;cellular;25;jul;645;5;62;1;unknown;0;yes
70;admin.;divorced;secondary;no;5028;yes;yes;cellular;28;sep;56;8;335;3;success;0;no
59;entrepreneur;divorced;secondary;no;7228;no;no;cellular;16;oct;465;5;58;0;success;0;yes
24;services;married;secondary;no;184;yes;no;telephone;22;mar;12;9;353;1;failure;0;no
73;retired;married;secondary;no;9815;yes;no;unknown;7;apr;239;3;299;1;unknown;0;no
20;entrepreneur;single;tertiary;no;-4659;no;no;cellular;13;nov;613;1;73;3;unknown;0;no
63;admin.;married;secondary;no;-934;no;no;cellular;21;aug;378;8;158;4;unknown;1;yes
47;admin.;single;secondary;no;2000;yes;no;telephone;13;mar;67;7;28;2;unknown;0;yes
81;retired;single;secondary;no;3047;no;no;cellular;1;jul;152;8;12;5;unknown;0;no
40;student;married;tertiary;no;855;yes;no;cellular;23;mar;214;5;138;5;unknown;0;no
63;admin.;married;tertiary;no;-87;yes;no;unknown;26;jan;426;8;84;1;unknown;0;yes
49;housemaid;divorced;tertiary;no;8007;yes;no;cellular;17;jun;229;1;307;2;unknown;0;yes
55;admin.;married;secondary;no;-230;yes;no;telephone;20;jan;188;11;287;0;unknown;0;yes
85;blue-collar;single;secondary;no;-1658;yes;no;cellular;5;dec;563;10;115;2;unknown;0;no
69;retired;married;secondary;no;6472;yes;no;telephone;5;nov;536;4;84;4;unknown;0;yes
47;blue-collar;married;tertiary;no;3947;no;no;cellular;26;mar;359;4;353;4;unknown;0;yes
50;admin.;married;secondary;no;4684;yes;no;cellular;5;aug;94;2;171;4;success;1;yes
68;housemaid;married;tertiary;no;1987;no;no;cellular;27;may;310;11;258;2;success;0;yes
42;management;single;secondary;no;-2727;yes;no;cellular;2;aug;35;1;261;1;other;0;no
30;housemaid;married;primary;no;1653;no;no;cellular;14;jul;88;10;273;3;unknown;0;no
51;entrepreneur;single;unknown;no;-3141;yes;yes;telephone;22;sep;207;2;384;4;failure;0;no
22;unemployed;single;primary;no;2126;yes;no;cellular;3;oct;407;11;279;5;unknown;0;yes
30;management;married;tertiary;no;3360;no;yes;unknown;4;jan;615;3;18;4;unknown;0;yes
48;entrepreneur;married;secondary;no;4626;yes;no;unknown;21;nov;474;5;156;2;unknown;0;yes
75;student;single;tertiary;no;1122;no;yes;cellular;15;mar;78;1;83;0;failure;1;yes
74;student;single;secondary;no;3644;no;no;cellular;23;aug;270;4;92;4;unknown;0;no
36;student;single;tertiary;no;-1311;no;no;cellular;11;aug;300;11;84;2;failure;0;no
48;services;married;tertiary;no;4299;no;no;unknown;21;aug;91;7;339;0;unknown;0;no
29;unemployed;single;secondary;no;3423;no;no;cellular;16;sep;45;4;352;1;failure;0;no
72;retired;married;secondary;no;-1000;yes;no;cellular;2;feb;133;10;76;5;unknown;0;no
35;student;single;primary;no;2991;no;no;telephone;20;aug;645;11;217;1;unknown;0;no
75;student;married;secondary;no;4669;yes;no;cellular;26;may;297;5;177;2;unknown;0;yes
78;self-employed;single;unknown;no;1635;yes;no;cellular;6;may;42;5;298;2;unknown;0;yes
67;technician;married;secondary;no;-1067;no;no;cellular;23;feb;135;10;345;2;unknown;0;no
41;management;single;tertiary;no;1933;yes;no;cellular;6;aug;309;6;180;0;success;0;no
86;entrepreneur;married;secondary;no;3057;no;no;unknown;26;apr;169;4;163;2;unknown;0;no
67;housemaid;single;secondary;no;-1090;no;no;telephone;10;sep;148;7;186;4;other;0;yes
64;management;married;unknown;no;-1622;no;no;cellular;19;jun;366;4;195;0;unknown;0;yes
79;technician;single;primary;no;2964;yes;no;telephone;27;may;500;5;389;2;unknown;0;no
81;technician;married;secondary;no;3869;no;no;cellular;16;jul;463;8;45;4;unknown;0;yes
23;entrepreneur;married;secondary;no;7849;yes;no;cellular;13;jul;159;4;60;5;success;0;no
81;retired;single;primary;no;3397;yes;no;cellular;14;sep;186;6;153;5;unknown;0;no
73;blue-collar;married;secondary;no;-2227;no;no;cellular;8;jan;158;8;155;3;failure;0;yes
32;housemaid;married;tertiary;no;7519;no;no;telephone;2;oct;431;10;192;0;unknown;0;yes
40;admin.;single;primary;no;4564;no;no;cellular;15;mar;142;10;394;3;unknown;0;no
72;housemaid;single;tertiary;no;-4615;no;no;cellular;23;mar;164;10;231;5;unknown;0;no
33;management;divorced;secondary;no;-1690;no;no;cellular;6;oct;316;9;99;3;unknown;0;yes
50;student;married;primary;no;-74;yes;no;telephone;26;jan;325;6;101;4;unknown;0;no
67;student;married;secondary;no;3914;yes;no;cellular;22;may;138;5;39;1;unknown;1;no
64;blue-collar;single;primary;no;-5738;no;yes;unknown;19;aug;590;1;1;4;unknown;0;yes
83;management;married;tertiary;no;1042;no;no;cellular;9;oct;111;9;114;0;other;0;yes
26;services;single;secondary;no;3743;yes;no;cellular;21;nov;503;11;278;2;unknown;0;no
39;technician;married;primary;no;-7102;yes;yes;unknown;28;sep;47;7;333;1;unknown;0;no
88;student;divorced;secondary;no;3640;yes;no;cellular;9;mar;275;11;277;0;unknown;0;yes
58;services;single;secondary;no;4000;no;no;cellular;18;may;58;6;398;4;unknown;0;yes
35;retired;married;secondary;no;-1139;yes;no;cellular;12;jan;205;2;94;0;unknown;0;yes
38;blue-collar;married;primary;no;-2059;no;no;cellular;18;oct;372;10;246;5;unknown;0;yes
42;entrepreneur;married;primary;no;-1186;no;no;cellular;8;jan;106;5;307;5;other;0;yes
57;self-employed;married;secondary;no;-6616;no;no;telephone;9;feb;80;6;395;0;unknown;0;no
38;unemployed;single;tertiary;no;421;yes;no;cellular;25;dec;175;7;111;2;unknown;0;yes
62;housemaid;married;secondary;no;2058;no;no;unknown;5;feb;971;5;66;0;unknown;0;yes
50;unemployed;married;secondary;no;-2258;no;no;cellular;24;apr;260;5;390;1;unknown;0;no
61;retired;married;secondary;no;4316;yes;no;unknown;3;may;248;8;249;5;failure;0;yes
29;technician;single;tertiary;no;1707;yes;no;telephone;26;feb;306;4;312;2;unknown;0;yes
62;services;married;primary;no;2180;yes;yes;unknown;24;aug;123;5;234;2;unknown;0;no
84;retired;married;secondary;no;194;yes;no;unknown;27;apr;404;2;51;5;unknown;0;yes
27;admin.;divorced;secondary;no;3629;yes;no;unknown;28;apr;362;4;47;1;unknown;0;yes
41;management;married;secondary;no;5271;yes;no;unknown;27;jul;136;8;123;1;success;0;no
67;blue-collar;married;secondary;no;177;no;no;unknown;7;apr;700;6;244;0;unknown;0;no
62;blue-collar;divorced;secondary;no;3683;yes;no;unknown;25;mar;220;5;382;4;unknown;0;yes
66;housemaid;married;secondary;no;3716;yes;no;cellular;28;nov;3;11;211;1;unknown;0;no
58;student;divorced;primary;no;2653;no;no;unknown;16;jul;282;3;206;2;unknown;0;yes
67;housemaid;single;secondary;no;6431;no;no;cellular;18;nov;38;6;301;0;unknown;0;no
61;admin.;single;secondary;no;-779;no;no;unknown;25;may;102;1;272;3;unknown;0;no
23;retired;married;primary;no;135;no;no;telephone;23;nov;165;11;331;4;success;0;yes
72;housemaid;married;secondary;no;-930;no;no;cellular;23;nov;174;10;117;1;unknown;0;no
50;unemployed;married;tertiary;no;3575;yes;yes;cellular;28;jan;94;10;84;0;unknown;0;yes
21;blue-collar;married;unknown;no;582;yes;no;cellular;24;feb;63;3;268;1;unknown;0;yes
47;retired;married;secondary;no;-687;yes;no;cellular;28;oct;13;6;38;4;unknown;0;yes
49;retired;single;secondary;no;6389;no;no;telephone;26;apr;148;5;309;5;unknown;0;no
24;unemployed;single;secondary;no;6828;yes;no;cellular;16;oct;349;4;369;4;unknown;0;yes
89;technician;married;tertiary;no;413;no;no;cellular;17;jun;248;1;259;5;other;0;yes
34;blue-collar;single;secondary;no;-2702;yes;no;cellular;15;apr;213;8;294;0;unknown;0;no
41;services;divorced;secondary;no;6990;no;no;unknown;9;mar;145;1;211;4;failure;0;no
49;entrepreneur;single;tertiary;no;2812;yes;no;cellular;19;mar;214;11;141;5;unknown;0;no
77;self-employed;single;primary;no;2662;no;no;cellular;17;aug;2;2;83;5;unknown;0;no
71;blue-collar;single;secondary;no;1715;no;no;cellular;7;jan;123;5;211;5;failure;0;yes
73;retired;married;secondary;no;-1000;yes;no;cellular;25;mar;395;4;361;3;unknown;0;yes
35;student;married;secondary;no;160;no;no;telephone;11;oct;46;3;327;5;unknown;0;yes
78;entrepreneur;divorced;tertiary;no;3433;yes;no;unknown;14;apr;238;11;144;2;unknown;0;no
77;retired;single;secondary;no;57;yes;no;cellular;24;aug;122;2;60;1;unknown;0;no
51;admin.;single;secondary;no;2698;yes;no;unknown;18;apr;29;9;395;5;unknown;1;no
57;admin.;divorced;secondary;no;1440;no;no;telephone;4;jan;463;6;-1;4;unknown;0;no
20;services;married;primary;no;-1770;yes;no;cellular;9;jun;99;8;68;4;unknown;1;no
72;services;married;tertiary;no;6263;no;no;cellular;13;mar;113;5;215;2;unknown;0;no
87;entrepreneur;single;tertiary;no;3182;no;no;cellular;21;sep;72;1;334;5;other;0;yes
52;blue-collar;married;tertiary;no;2391;yes;no;cellular;9;oct;255;6;31;2;unknown;0;yes
56;student;single;tertiary;no;3065;yes;no;cellular;14;nov;188;1;93;3;unknown;0;no
53;blue-collar;single;secondary;no;-3978;yes;no;unknown;17;aug;79;6;384;2;unknown;0;yes
23;self-employed;single;secondary;no;-79;yes;no;cellular;16;jan;35;7;21;2;unknown;0;no
62;unemployed;married;secondary;no;-3181;no;no;unknown;6;nov;211;7;76;4;unknown;0;no
69;management;single;primary;no;1774;yes;yes;cellular;15;nov;89;8;7;0;unknown;0;no
84;entrepreneur;married;secondary;no;2377;no;yes;cellular;26;feb;564;4;292;0;unknown;0;no
84;retired;divorced;secondary;no;1824;no;no;telephone;19;may;114;11;127;3;success;0;no
53;management;married;primary;no;4935;yes;no;unknown;23;dec;286;6;282;2;unknown;0;yes
87;blue-collar;divorced;tertiary;no;-3092;no;no;unknown;21;oct;201;8;-1;0;unknown;0;yes
56;entrepreneur;married;primary;no;-997;no;no;cellular;3;mar;162;5;61;5;unknown;0;yes
64;retired;married;secondary;no;2643;no;no;cellular;13;aug;399;5;40;5;failure;1;yes
61;entrepreneur;married;tertiary;no;2191;yes;yes;cellular;10;apr;336;6;4;3;unknown;0;yes
89;student;married;secondary;no;-2546;no;no;cellular;15;nov;332;10;-1;2;unknown;0;no
71;retired;married;primary;no;4989;no;yes;cellular;2;dec;329;5;87;5;unknown;0;no
26;management;single;secondary;no;6029;no;no;telephone;7;oct;102;1;342;1;failure;0;yes
23;retired;single;tertiary;no;2676;no;no;cellular;4;apr;308;8;213;0;unknown;0;yes
47;self-employed;married;tertiary;no;-3127;no;yes;unknown;2;may;170;4;301;3;success;1;yes
55;technician;single;secondary;no;1879;no;no;unknown;12;aug;117;8;45;3;unknown;0;no
66;student;divorced;primary;no;2421;yes;no;cellular;22;dec;912;10;359;1;unknown;0;no
52;retired;single;secondary;no;584;no;no;cellular;10;may;74;5;375;4;failure;0;yes
55;self-employed;married;secondary;no;5441;yes;no;telephone;22;jul;201;11;236;1;unknown;0;yes
84;housemaid;married;tertiary;no;1052;no;no;cellular;15;sep;185;9;311;2;unknown;0;no
42;housemaid;divorced;secondary;no;7713;yes;no;cellular;19;may;203;8;161;0;unknown;0;yes
53;self-employed;married;tertiary;no;3749;no;no;cellular;9;apr;17;11;85;0;unknown;0;yes
58;services;married;unknown;no;2228;no;no;cellular;12;may;265;10;349;0;unknown;0;no
51;unemployed;single;secondary;no;4161;no;no;cellular;10;jun;4;9;39;0;unknown;0;no
87;technician;married;tertiary;no;5992;yes;no;cellular;12;feb;276;11;151;1;failure;0;no
87;management;single;secondary;no;4097;no;no;cellular;27;feb;251;9;21;3;failure;0;no
54;admin.;married;secondary;no;1172;yes;no;telephone;4;sep;171;10;117;2;unknown;0;yes
50;entrepreneur;single;tertiary;no;-579;yes;no;cellular;25;dec;205;9;326;1;other;0;yes
60;unemployed;divorced;tertiary;no;-1966;yes;no;cellular;26;oct;536;6;295;0;unknown;0;yes
31;housemaid;divorced;unknown;no;-5922;no;no;cellular;1;nov;335;5;352;0;unknown;0;no
48;technician;divorced;secondary;no;1922;no;no;cellular;12;nov;254;9;325;3;failure;0;no
33;management;divorced;secondary;no;236;no;no;cellular;17;oct;304;11;207;4;unknown;0;no
28;entrepreneur;married;tertiary;no;397;no;no;cellular;9;jan;228;7;386;1;unknown;0;yes
24;self-employed;divorced;primary;no;4486;yes;yes;unknown;4;nov;330;3;223;4;unknown;0;no
60;self-employed;divorced;secondary;no;1063;yes;no;cellular;11;jun;98;9;257;4;failure;0;yes
18;admin.;married;secondary;no;7085;no;no;unknown;23;aug;662;4;165;4;unknown;0;yes
64;retired;married;primary;no;-319;no;yes;cellular;14;nov;257;9;115;1;unknown;0;no
49;admin.;married;primary;no;-1512;no;no;cellular;24;feb;785;3;318;3;other;0;yes
44;self-employed;single;tertiary;no;-2372;yes;no;unknown;11;apr;663;10;366;3;unknown;0;no
73;technician;single;primary;no;3568;yes;no;unknown;19;jan;119;6;348;3;unknown;0;no
56;self-employed;married;tertiary;no;4854;yes;no;cellular;22;jun;267;5;293;4;unknown;0;yes
70;technician;married;tertiary;no;-383;no;yes;cellular;19;oct;293;9;121;3;success;0;yes
69;admin.;single;secondary;no;-1791;yes;no;cellular;13;jun;406;8;328;3;unknown;0;no
20;self-employed;married;secondary;no;5990;yes;no;unknown;24;jul;246;3;359;4;unknown;0;yes
33;retired;divorced;primary;no;-2951;no;no;cellular;5;mar;461;1;180;1;unknown;0;no
59;retired;married;tertiary;no;4430;yes;no;cellular;3;apr;131;11;92;3;unknown;0;yes
88;entrepreneur;married;primary;no;-312;yes;no;cellular;2;jul;98;11;261;4;unknown;0;no
29;management;married;secondary;no;2591;no;no;telephone;20;jan;181;8;83;0;failure;0;yes
25;entrepreneur;divorced;tertiary;no;4630;yes;yes;cellular;10;jun;86;2;389;4;unknown;0;yes
85;retired;divorced;secondary;no;2828;no;no;cellular;4;dec;126;11;339;2;unknown;0;yes
87;services;married;secondary;no;514;no;no;unknown;6;jul;396;6;261;4;unknown;0;yes
30;retired;married;unknown;no;5588;yes;no;unknown;2;feb;1;7;205;4;unknown;0;no
46;admin.;married;primary;no;2267;yes;no;telephone;12;jun;85;8;65;1;unknown;0;no
63;management;married;primary;no;12447;no;no;cellular;18;may;370;7;15;3;success;0;no
32;unemployed;single;secondary;no;-3715;no;no;cellular;8;sep;464;3;-1;3;unknown;1;no
41;technician;married;tertiary;no;-3759;no;yes;cellular;8;sep;106;11;35;5;unknown;0;no
46;technician;married;tertiary;no;4382;yes;no;unknown;28;dec;12;6;165;1;failure;0;no
64;entrepreneur;married;tertiary;no;1304;no;no;cellular;2;aug;57;11;110;1;failure;0;no
40;retired;married;unknown;no;3777;yes;no;cellular;24;mar;442;2;135;2;other;0;yes
47;technician;married;primary;no;-1895;yes;no;unknown;2;feb;454;8;66;4;unknown;0;yes
38;housemaid;married;secondary;no;1562;yes;yes;cellular;23;feb;287;2;286;1;unknown;0;yes
72;housemaid;married;primary;no;2771;yes;yes;unknown;28;aug;269;2;398;4;failure;0;no
29;admin.;married;tertiary;no;-231;yes;no;cellular;9;aug;43;10;-1;0;failure;0;no
34;services;married;tertiary;no;2095;yes;no;cellular;7;may;313;2;285;4;unknown;0;no
35;retired;divorced;secondary;no;-2684;yes;no;cellular;7;sep;377;1;356;4;unknown;0;no
83;housemaid;married;tertiary;no;2584;no;no;cellular;12;mar;253;1;172;3;unknown;0;yes
86;admin.;married;secondary;no;5736;yes;no;unknown;8;sep;260;5;225;5;success;0;no
54;housemaid;married;primary;no;-2312;yes;no;telephone;8;aug;13;2;321;5;unknown;0;yes
29;management;single;secondary;no;-2493;yes;yes;cellular;5;mar;453;1;252;4;unknown;0;yes
72;technician;divorced;unknown;no;4969;no;no;cellular;27;nov;51;7;113;4;unknown;0;yes
53;self-employed;single;secondary;no;-2546;no;no;cellular;9;nov;216;3;121;3;unknown;0;no
79;admin.;single;primary;no;3921;yes;no;unknown;3;oct;311;5;5;4;other;0;yes
43;technician;single;unknown;no;1566;no;no;cellular;9;aug;448;2;319;4;unknown;0;yes
89;student;married;secondary;no;146;no;yes;cellular;16;feb;430;8;142;2;failure;0;no
76;blue-collar;divorced;secondary;no;5799;no;yes;cellular;4;dec;447;5;348;0;unknown;0;yes
34;blue-collar;single;tertiary;no;4184;yes;yes;cellular;14;mar;159;10;139;0;unknown;0;no
70;entrepreneur;married;secondary;no;2239;yes;no;cellular;28;oct;684;9;203;1;failure;0;no
38;unemployed;married;secondary;no;-5057;no;no;unknown;20;jun;437;5;50;3;unknown;0;yes
43;unemployed;married;primary;no;3536;no;yes;unknown;10;sep;149;4;22;1;unknown;0;no
36;admin.;married;tertiary;no;-1812;no;no;unknown;26;jan;162;10;249;2;unknown;0;no
67;unemployed;single;secondary;no;735;no;yes;cellular;10;apr;372;5;288;1;unknown;0;yes
36;management;married;secondary;no;1422;yes;no;cellular;1;jan;126;10;150;5;failure;0;yes
63;housemaid;single;tertiary;no;7091;no;no;unknown;7;sep;35;2;251;2;unknown;0;no
59;blue-collar;divorced;primary;no;640;yes;no;cellular;1;apr;236;8;115;4;failure;0;no
72;technician;married;tertiary;no;-2868;no;no;unknown;14;apr;234;5;274;3;unknown;0;no
89;self-employed;married;tertiary;no;5808;no;no;cellular;11;feb;291;10;239;4;unknown;0;yes
18;management;single;tertiary;no;3577;no;yes;unknown;2;feb;347;1;338;3;unknown;0;yes
89;services;single;secondary;yes;3688;yes;no;unknown;12;jul;166;11;287;4;unknown;1;yes
25;student;married;secondary;no;5865;no;no;telephone;6;may;449;11;350;5;unknown;0;no
55;housemaid;married;secondary;no;6569;yes;no;unknown;25;jan;390;6;396;3;unknown;0;no
42;self-employed;single;tertiary;no;-1275;yes;no;cellular;17;nov;16;8;140;3;unknown;0;yes
64;entrepreneur;divorced;unknown;no;-2772;yes;no;cellular;8;mar;228;6;353;5;unknown;0;yes
69;student;married;secondary;no;3927;yes;no;cellular;22;jan;116;7;178;4;success;0;yes
79;technician;married;secondary;no;612;yes;no;unknown;24;jan;155;6;-1;0;unknown;0;yes
46;unemployed;divorced;primary;no;884;yes;yes;cellular;22;may;449;8;382;4;failure;0;no
85;management;married;tertiary;no;-1965;yes;no;cellular;3;jul;345;6;55;5;unknown;0;yes
41;retired;married;tertiary;no;3151;yes;no;cellular;15;feb;76;11;42;3;unknown;0;no
32;services;single;tertiary;no;2606;yes;yes;unknown;3;may;264;11;215;4;unknown;0;yes
45;services;married;secondary;no;933;no;no;unknown;18;may;68;9;276;0;unknown;0;no
56;retired;married;unknown;no;-2765;yes;no;unknown;21;jan;123;2;182;5;unknown;0;no
66;student;single;primary;no;5027;yes;no;cellular;1;aug;527;3;242;5;unknown;0;no
77;unemployed;single;secondary;no;2167;no;no;telephone;22;may;729;4;348;0;other;0;no
34;management;married;secondary;no;4753;no;no;cellular;7;sep;575;2;226;3;unknown;0;yes
39;retired;married;secondary;no;-4909;yes;yes;telephone;3;jan;275;10;324;5;unknown;1;no
85;blue-collar;single;tertiary;yes;1570;yes;no;unknown;8;jan;256;4;237;4;unknown;0;yes
49;services;single;secondary;no;-750;no;yes;cellular;28;oct;423;9;208;1;unknown;0;yes
35;blue-collar;single;primary;no;1508;yes;no;cellular;9;apr;240;10;199;1;success;0;yes
88;entrepreneur;single;primary;no;4229;yes;no;cellular;3;may;65;4;379;0;failure;0;no
50;services;single;secondary;no;2509;no;no;cellular;3;jun;583;8;135;3;unknown;0;yes
88;unemployed;divorced;tertiary;no;1454;yes;yes;cellular;25;aug;17;8;139;1;unknown;0;no
84;entrepreneur;single;secondary;no;1438;yes;no;cellular;19;sep;461;8;314;3;unknown;0;no
83;blue-collar;married;secondary;no;-3279;yes;yes;cellular;6;sep;371;1;258;0;unknown;0;no
59;management;divorced;primary;no;-1319;no;no;cellular;18;nov;591;7;51;2;unknown;0;no
75;unemployed;divorced;tertiary;no;4763;yes;no;cellular;1;jul;392;6;276;1;unknown;0;yes
87;housemaid;married;secondary;no;-116;yes;no;cellular;20;apr;102;1;6;0;unknown;0;yes
37;services;married;secondary;no;4821;yes;no;unknown;24;aug;437;11;200;5;unknown;0;no
20;unemployed;single;secondary;no;3879;yes;no;cellular;22;apr;147;9;124;0;failure;0;no
41;entrepreneur;married;secondary;no;4037;yes;no;telephone;6;jun;24;7;81;3;unknown;0;no
63;management;single;secondary;no;2398;yes;no;unknown;10;jan;146;4;247;2;unknown;0;yes
57;retired;married;primary;no;91;yes;no;cellular;15;may;195;11;56;3;unknown;0;yes
23;self-employed;married;tertiary;no;946;yes;no;unknown;3;aug;117;5;140;1;failure;0;no
58;management;married;secondary;no;3321;no;yes;unknown;24;apr;507;1;59;5;unknown;0;yes
